employee_id,department,level,years_experience,age,education,salary,performance_score,remote_days_per_week,city,hire_date,attrition
EMP00281,Sales,Junior,1,35.0,Bachelor,91200.0,3.65,,Austin,2012-08-13,No
EMP00282,Engineering,Junior,16,33.0,PhD,110200.0,2.88,,San Francisco,2012-08-16,No
EMP00283,Marketing,Lead,15,25.0,Bachelor,-1000.0,3.0,2.0,  new york,2012-08-19,No
EMP00284,Operations,Lead,3,34.0,High School,44300.0,1.51,2.0,Chicago,2012-08-23,No
EMP00285,Operations,Lead,17,39.0,Associate,71400.0,4.22,1.0,Seattle,2012-08-26,No
EMP00286,Finance,Junior,13,64.0,Master,73800.0,3.47,4.0,Austin,2012-08-30,No
EMP00287,Engineering,Mid,29,49.0,PhD,,1.54,0.0,Chicago,2012-09-02,No
EMP00288,Engineering,Senior,1,59.0,Associate,70900.0,2.5,4.0,Seattle,2012-09-05,
EMP00289,Sales,Senior,12,62.0,PhD,57100.0,4.24,3.0,Austin,2012-09-09,Yes
EMP00290,HR,Junior,26,40.0,Master,80400.0,3.27,3.0,Seattle,2012-09-12,
EMP00291,HR,Junior,26,64.0,High School,66600.0,1.43,,Boston,2012-09-16,
EMP00292,Legal,Mid,20,59.0,Master,89100.0,2.49,4.0,New York,2012-09-19,No
EMP00293,HR,Lead,19,24.0,PhD,54800.0,1.97,2.0,San Francisco,2012-09-22,No
EMP00294,Legal,Junior,16,40.0,PhD,49400.0,3.07,1.0,Austin,2012-09-26,No
EMP00295,Operations,Manager,14,41.0,Master,107900.0,4.37,0.0,Austin,2012-09-29,No
EMP00296,Operations,Lead,24,46.0,Bachelor,131800.0,2.75,5.0,san francisco,2012-10-03,No
EMP00297,Marketing,Junior,29,,Master,,2.73,5.0,New York,2012-10-06,No
EMP00298,Operations,Manager,19,38.0,High School,73200.0,4.62,2.0,Austin,2012-10-10,No
EMP00299,Operations,Director,4,56.0,Master,101400.0,3.3,4.0,Austin,2012-10-13,No
EMP00300,Engineering,Mid,6,35.0,Associate,,3.26,5.0,Boston,2012-10-16,Yes
EMP00301,Marketing,Manager,17,60.0,Bachelor,87700.0,2.05,4.0,Austin,2012-10-20,No
EMP00302,Engineering,Junior,23,40.0,Associate,60400.0,3.43,1.0,Austin,2012-10-23,No
EMP00303,Sales,Senior,10,24.0,Master,106400.0,3.3,1.0,Austin,2012-10-27,No
EMP00304,Legal,Junior,17,55.0,Bachelor,103100.0,2.59,,Chicago,2012-10-30,No
EMP00305,Legal,Senior,26,62.0,Associate,126900.0,4.96,4.0,Austin,2012-11-02,No
EMP00306,Sales,Mid,25,43.0,Associate,69300.0,4.53,,New York,2012-11-06,No
EMP00307,Legal,Mid,4,59.0,Bachelor,114500.0,4.0,2.0,Boston,2012-11-09,No
EMP00308,Marketing,Lead,12,48.0,Bachelor,87700.0,3.15,,Austin,2012-11-13,No
EMP00309,Marketing,Lead,27,42.0,PhD,76900.0,2.85,2.0,Seattle,2012-11-16,No
EMP00310,Operations,Senior,17,62.0,Bachelor,83400.0,1.74,2.0,Boston,2012-11-19,No
EMP00311,Legal,Senior,1,52.0,Master,117500.0,2.22,5.0,Boston,2012-11-23,No
EMP00312,Sales,Mid,19,48.0,High School,71700.0,4.1,0.0,Seattle,2012-11-26,No
EMP00313,Finance,Manager,3,58.0,PhD,73000.0,2.81,0.0,New York,2012-11-30,No
EMP00314,HR,Senior,12,,Bachelor,23400.0,4.53,2.0,Chicago,2012-12-03,No
EMP00315,Operations,Senior,23,30.0,High School,71300.0,1.59,4.0,  new york,2012-12-07,No
EMP00316,HR,Manager,28,40.0,PhD,,3.03,1.0,san francisco,2012-12-10,No
EMP00317,Sales,Lead,15,63.0,Master,55900.0,3.59,,  new york,2012-12-13,No
EMP00318,Legal,Lead,5,57.0,High School,49800.0,3.07,3.0,New York,2012-12-17,No
EMP00319,Legal,Senior,25,31.0,Bachelor,28700.0,4.56,1.0,Chicago,2012-12-20,No
EMP00320,HR,Lead,7,61.0,Bachelor,,4.96,1.0,San Francisco,2012-12-24,Yes
EMP00321,Finance,Lead,15,60.0,Master,110500.0,1.46,3.0,Seattle,2012-12-27,No
EMP00322,Legal,Director,12,28.0,PhD,38000.0,1.52,2.0,san francisco,2012-12-30,No
EMP00323,Finance,Lead,22,25.0,High School,94700.0,,1.0,Boston,2013-01-03,No
EMP00324,Engineering,Mid,28,36.0,Master,97000.0,3.72,3.0,Boston,2013-01-06,Yes
EMP00325,Marketing,Junior,25,33.0,PhD,136300.0,2.49,,Boston,2013-01-10,No
EMP00326,HR,Senior,3,27.0,Associate,101000.0,3.93,5.0,Seattle,2013-01-13,No
EMP00327,Legal,Senior,1,30.0,Associate,98900.0,2.62,4.0,Seattle,2013-01-16,Yes
EMP00328,Finance,Mid,8,56.0,PhD,84200.0,3.51,4.0,san francisco,2013-01-20,No
EMP00329,Legal,Junior,17,29.0,Bachelor,75000.0,4.08,4.0,  new york,2013-01-23,No
EMP00330,Marketing,Junior,16,28.0,Bachelor,96300.0,3.19,2.0,  new york,2013-01-27,No
EMP00331,Marketing,Mid,7,25.0,Associate,,3.16,1.0,  new york,2013-01-30,No
EMP00332,Engineering,Manager,25,34.0,Bachelor,79300.0,1.35,1.0,Chicago,2013-02-03,No
EMP00333,Marketing,Manager,14,40.0,Bachelor,107300.0,2.64,0.0,Boston,2013-02-06,Yes
EMP00334,Marketing,Junior,8,28.0,PhD,147100.0,3.18,4.0,New York,2013-02-09,No
EMP00335,Operations,Manager,16,31.0,PhD,76800.0,2.85,2.0,Chicago,2013-02-13,No
EMP00336,Sales,Manager,22,46.0,Bachelor,77500.0,4.6,3.0,Boston,2013-02-16,Yes
EMP00337,Legal,Manager,1,56.0,PhD,72700.0,4.63,2.0,Seattle,2013-02-20,No
EMP00338,Engineering,Junior,5,46.0,High School,78300.0,4.29,1.0,Seattle,2013-02-23,No
EMP00339,Engineering,Manager,28,50.0,Associate,,,,Seattle,2013-02-26,No
EMP00340,HR,Senior,26,33.0,High School,77200.0,3.87,,Boston,2013-03-02,No
EMP00341,Marketing,Director,4,61.0,High School,79700.0,2.58,,  new york,2013-03-05,No
EMP00342,HR,Junior,16,33.0,Bachelor,68800.0,1.93,4.0,Seattle,2013-03-09,No
EMP00343,Operations,Mid,1,27.0,Bachelor,87200.0,2.37,0.0,San Francisco,2013-03-12,No
EMP00344,Finance,Manager,17,31.0,High School,62400.0,1.28,5.0,Seattle,2013-03-15,
EMP00345,Marketing,Lead,9,23.0,High School,44300.0,2.33,2.0,san francisco,2013-03-19,No
EMP00346,Finance,Junior,9,,Master,86200.0,2.84,0.0,san francisco,2013-03-22,No
EMP00347,Sales,Mid,5,28.0,Master,124500.0,4.82,,Boston,2013-03-26,No
EMP00348,Operations,Director,26,61.0,Associate,67800.0,2.25,1.0,  new york,2013-03-29,No
EMP00349,Marketing,Senior,11,44.0,High School,49000.0,4.61,3.0,Chicago,2013-04-02,No
EMP00350,HR,Mid,16,32.0,PhD,122900.0,1.92,2.0,Seattle,2013-04-05,No
EMP00351,HR,Manager,26,57.0,Master,76100.0,1.76,5.0,  new york,2013-04-08,No
EMP00352,Marketing,Lead,12,44.0,Bachelor,98600.0,3.08,1.0,  new york,2013-04-12,
EMP00353,Legal,Manager,19,64.0,High School,56800.0,3.69,4.0,Austin,2013-04-15,No
EMP00354,HR,Mid,27,28.0,PhD,75200.0,1.18,2.0,San Francisco,2013-04-19,No
EMP00355,Legal,Junior,15,48.0,PhD,,1.88,0.0,san francisco,2013-04-22,No
EMP00356,Marketing,Lead,9,34.0,PhD,78300.0,2.82,,Boston,2013-04-25,No
EMP00357,Engineering,Lead,26,38.0,Bachelor,78600.0,2.32,2.0,Seattle,2013-04-29,No
EMP00358,HR,Mid,20,53.0,Master,37800.0,3.85,1.0,Austin,2013-05-02,No
EMP00359,Legal,Director,1,47.0,PhD,,3.04,1.0,Boston,2013-05-06,No
EMP00360,Marketing,Director,1,43.0,Master,55400.0,1.64,,Chicago,2013-05-09,No
EMP00361,Marketing,Manager,22,34.0,Associate,500000.0,4.58,0.0,San Francisco,2013-05-12,No
EMP00362,Legal,Mid,6,33.0,Bachelor,80100.0,2.17,5.0,  new york,2013-05-16,No
EMP00363,HR,Lead,5,28.0,Master,82300.0,3.92,1.0,Seattle,2013-05-19,No
EMP00364,Engineering,Mid,0,22.0,Master,94300.0,4.12,2.0,Chicago,2013-05-23,No
EMP00365,HR,Lead,11,54.0,PhD,,4.85,,Boston,2013-05-26,No
EMP00366,Marketing,Manager,12,35.0,PhD,118000.0,2.99,5.0,Austin,2013-05-29,No
EMP00367,Engineering,Junior,11,64.0,Bachelor,114000.0,3.46,0.0,Boston,2013-06-02,No
EMP00368,Finance,Junior,18,62.0,Master,44600.0,2.34,1.0,san francisco,2013-06-05,Yes
EMP00369,Sales,Mid,8,38.0,High School,70700.0,3.71,,Boston,2013-06-09,No
EMP00370,HR,Lead,9,25.0,PhD,95900.0,2.85,1.0,San Francisco,2013-06-12,No
EMP00371,Operations,Junior,16,60.0,PhD,51400.0,2.75,2.0,Seattle,2013-06-16,No
EMP00372,Marketing,Lead,17,22.0,Associate,35800.0,4.42,1.0,Chicago,2013-06-19,No
EMP00373,Engineering,Manager,7,62.0,Bachelor,56000.0,,,San Francisco,2013-06-22,
EMP00374,Legal,Mid,6,45.0,Master,72100.0,4.53,2.0,Austin,2013-06-26,No
EMP00375,Legal,Lead,8,55.0,Master,-26600.0,4.41,4.0,  new york,2013-06-29,No
EMP00376,Legal,Mid,9,55.0,Master,47200.0,3.03,,Seattle,2013-07-03,No
EMP00377,Engineering,Lead,11,45.0,PhD,30500.0,2.96,5.0,  new york,2013-07-06,No
EMP00378,Finance,Director,14,36.0,Bachelor,,,2.0,San Francisco,2013-07-09,No
EMP00379,HR,Director,14,38.0,Master,98300.0,4.98,3.0,Austin,2013-07-13,No
EMP00380,Operations,Lead,27,34.0,High School,82000.0,1.44,1.0,Austin,2013-07-16,No
EMP00381,Legal,Manager,3,28.0,Associate,77500.0,3.36,4.0,Chicago,2013-07-20,No
EMP00382,Engineering,Mid,3,30.0,Associate,88600.0,3.73,5.0,san francisco,2013-07-23,No
EMP00383,Legal,Senior,22,56.0,Master,50000.0,4.74,0.0,Boston,2013-07-26,No
EMP00384,Finance,Lead,0,44.0,PhD,106300.0,4.12,3.0,Austin,2013-07-30,No
EMP00385,Marketing,Lead,25,60.0,Associate,77300.0,3.58,0.0,san francisco,2013-08-02,Yes
EMP00386,Legal,Director,11,44.0,Associate,97900.0,1.47,,Austin,2013-08-06,No
EMP00387,Finance,Junior,24,47.0,Associate,96900.0,2.49,3.0,Boston,2013-08-09,No
EMP00388,HR,Director,1,22.0,Associate,88400.0,1.56,4.0,New York,2013-08-13,No
EMP00389,Legal,Mid,14,35.0,Master,82800.0,4.52,5.0,Austin,2013-08-16,No
EMP00390,Finance,Director,16,53.0,Bachelor,81000.0,4.0,4.0,Seattle,2013-08-19,No
EMP00391,Engineering,Senior,6,31.0,Bachelor,73400.0,4.03,4.0,  new york,2013-08-23,No
EMP00392,Engineering,Manager,5,22.0,PhD,87100.0,3.61,3.0,  new york,2013-08-26,No
EMP00393,Sales,Senior,11,26.0,High School,80200.0,3.03,2.0,San Francisco,2013-08-30,No
EMP00394,Finance,Manager,18,24.0,Bachelor,62800.0,1.6,5.0,Boston,2013-09-02,No
EMP00395,Marketing,Senior,0,48.0,High School,90200.0,2.32,0.0,Boston,2013-09-05,No
EMP00396,Legal,Director,27,43.0,Bachelor,82000.0,1.55,2.0,Boston,2013-09-09,Yes
EMP00397,Operations,Senior,20,39.0,Bachelor,105200.0,3.9,2.0,Seattle,2013-09-12,No
EMP00398,Operations,Director,25,37.0,PhD,29700.0,1.64,1.0,Boston,2013-09-16,No
EMP00399,HR,Director,13,23.0,Associate,75900.0,3.81,,Seattle,2013-09-19,
EMP00400,Sales,Mid,3,34.0,PhD,5000.0,3.77,0.0,san francisco,2013-09-22,No
EMP00401,Finance,Director,4,37.0,Bachelor,62100.0,2.84,3.0,san francisco,2013-09-26,No
EMP00402,Marketing,Junior,0,29.0,Associate,89000.0,1.54,,  new york,2013-09-29,No
EMP00403,Sales,Senior,0,64.0,Associate,39100.0,2.26,1.0,Chicago,2013-10-03,No
EMP00404,Engineering,Lead,20,29.0,Associate,78300.0,2.28,1.0,New York,2013-10-06,No
EMP00405,HR,Lead,5,31.0,High School,75800.0,3.8,,Boston,2013-10-10,No
EMP00406,Legal,Lead,4,54.0,Bachelor,48800.0,1.45,4.0,  new york,2013-10-13,No
EMP00407,Legal,Junior,1,52.0,Master,79000.0,4.32,3.0,New York,2013-10-16,Yes
EMP00408,Legal,Director,24,33.0,PhD,,4.04,2.0,  new york,2013-10-20,Yes
EMP00409,Finance,Senior,20,30.0,High School,129900.0,1.75,5.0,Boston,2013-10-23,No
EMP00410,Operations,Manager,26,58.0,PhD,,3.88,2.0,Seattle,2013-10-27,Yes
EMP00411,Marketing,Manager,26,30.0,Master,76700.0,3.67,2.0,  new york,2013-10-30,No
EMP00412,Legal,Mid,4,39.0,Associate,64200.0,3.99,4.0,San Francisco,2013-11-02,Yes
EMP00413,Legal,Junior,25,51.0,Master,,1.76,2.0,New York,2013-11-06,No
EMP00414,Engineering,Senior,8,53.0,PhD,94200.0,1.63,0.0,New York,2013-11-09,No
EMP00415,Sales,Director,18,61.0,Master,81400.0,1.95,2.0,Seattle,2013-11-13,No
EMP00416,Legal,Lead,20,44.0,Bachelor,49600.0,2.46,2.0,san francisco,2013-11-16,No
EMP00417,HR,Junior,14,32.0,Master,69800.0,4.17,0.0,New York,2013-11-19,No
EMP00418,Sales,Junior,12,41.0,Bachelor,77000.0,3.95,4.0,Chicago,2013-11-23,No
EMP00419,Operations,Senior,11,40.0,Master,82300.0,4.7,1.0,Seattle,2013-11-26,No
EMP00420,Sales,Director,4,57.0,Bachelor,,1.23,3.0,New York,2013-11-30,Yes
EMP00421,Marketing,Mid,1,47.0,Bachelor,93300.0,1.05,4.0,New York,2013-12-03,No
EMP00422,Engineering,Director,26,31.0,Master,108500.0,3.8,2.0,New York,2013-12-07,No
EMP00423,Finance,Mid,3,45.0,High School,100300.0,2.12,1.0,Seattle,2013-12-10,
EMP00424,Marketing,Mid,26,34.0,Associate,89800.0,2.34,3.0,san francisco,2013-12-13,No
EMP00425,Operations,Lead,26,,Associate,43600.0,3.19,3.0,San Francisco,2013-12-17,No
EMP00426,HR,Lead,17,50.0,Associate,104700.0,1.41,3.0,Austin,2013-12-20,No
EMP00427,Operations,Senior,20,,Bachelor,95500.0,3.57,0.0,  new york,2013-12-24,No
EMP00428,Operations,Director,9,28.0,Associate,68600.0,2.3,0.0,Boston,2013-12-27,Yes
EMP00429,Sales,Mid,12,51.0,Bachelor,75700.0,3.53,1.0,  new york,2013-12-30,No
EMP00430,HR,Senior,11,38.0,High School,76600.0,4.34,2.0,New York,2014-01-03,No
EMP00431,Marketing,Mid,1,34.0,Master,64100.0,1.68,,  new york,2014-01-06,No
EMP00432,Operations,Junior,25,45.0,Master,31300.0,4.72,1.0,Austin,2014-01-10,No
EMP00433,Marketing,Manager,14,52.0,Bachelor,47100.0,3.12,2.0,Austin,2014-01-13,
EMP00434,Legal,Manager,13,48.0,Bachelor,,4.69,4.0,New York,2014-01-16,No
EMP00435,Legal,Mid,24,42.0,High School,25800.0,1.83,,New York,2014-01-20,No
EMP00436,Legal,Senior,9,22.0,Associate,47200.0,3.42,3.0,Boston,2014-01-23,No
EMP00437,Finance,Lead,21,36.0,High School,103500.0,2.62,3.0,san francisco,2014-01-27,No
EMP00438,Sales,Director,7,24.0,Master,87100.0,4.1,0.0,Austin,2014-01-30,
EMP00439,Marketing,Mid,24,27.0,Master,50700.0,3.42,,San Francisco,2014-02-02,No
EMP00440,Legal,Mid,14,,Associate,57800.0,2.98,4.0,Austin,2014-02-06,No
EMP00441,Legal,Director,12,59.0,Master,105700.0,4.65,5.0,San Francisco,2014-02-09,No
EMP00442,HR,Lead,7,54.0,Bachelor,105100.0,2.51,4.0,san francisco,2014-02-13,Yes
EMP00443,Operations,Mid,20,59.0,Master,76700.0,1.88,2.0,  new york,2014-02-16,No
EMP00444,Legal,Junior,20,,PhD,104400.0,,4.0,Chicago,2014-02-20,No
EMP00445,Finance,Lead,21,47.0,Associate,55900.0,3.5,,San Francisco,2014-02-23,No
EMP00446,HR,Junior,13,36.0,Associate,80700.0,2.76,,Boston,2014-02-26,No
EMP00447,Sales,Manager,0,35.0,Associate,38100.0,2.95,0.0,Seattle,2014-03-02,No
EMP00448,Finance,Director,12,41.0,PhD,,4.84,2.0,san francisco,2014-03-05,No
EMP00449,Finance,Lead,26,40.0,High School,75700.0,3.93,1.0,  new york,2014-03-09,Yes
EMP00450,Finance,Lead,7,54.0,Bachelor,32900.0,1.44,2.0,New York,2014-03-12,No
EMP00451,Operations,Senior,17,57.0,Associate,,1.85,1.0,san francisco,2014-03-15,No
EMP00452,Legal,Senior,21,45.0,Master,94000.0,4.9,5.0,Chicago,2014-03-19,No
EMP00453,Engineering,Director,29,31.0,Bachelor,100300.0,3.91,2.0,Austin,2014-03-22,No
EMP00454,Finance,Lead,29,55.0,Master,133400.0,4.66,3.0,San Francisco,2014-03-26,Yes
EMP00455,HR,Manager,8,57.0,Bachelor,85400.0,2.22,5.0,Chicago,2014-03-29,No
EMP00456,HR,Mid,12,57.0,Bachelor,73400.0,3.97,1.0,  new york,2014-04-01,No
EMP00457,Sales,Director,2,37.0,Master,34900.0,,0.0,Seattle,2014-04-05,No
EMP00458,Marketing,Director,17,36.0,Master,84800.0,2.18,5.0,san francisco,2014-04-08,No
EMP00459,Marketing,Senior,9,39.0,Bachelor,89000.0,3.2,5.0,San Francisco,2014-04-12,
EMP00460,Engineering,Manager,4,28.0,Associate,41100.0,3.51,5.0,Boston,2014-04-15,No
EMP00461,Operations,Director,26,43.0,Master,69000.0,2.92,1.0,Austin,2014-04-19,No
EMP00462,Legal,Manager,24,53.0,PhD,75300.0,4.31,1.0,Austin,2014-04-22,No
EMP00463,Operations,Director,5,64.0,PhD,88200.0,4.33,2.0,San Francisco,2014-04-25,No
EMP00464,Legal,Senior,29,40.0,Bachelor,96400.0,4.4,3.0,san francisco,2014-04-29,No
EMP00465,Finance,Mid,7,61.0,High School,61600.0,4.21,5.0,Seattle,2014-05-02,No
EMP00466,Legal,Senior,23,22.0,Bachelor,80000.0,2.95,2.0,san francisco,2014-05-06,No
EMP00467,Engineering,Director,6,56.0,Bachelor,89300.0,2.53,2.0,New York,2014-05-09,No
EMP00468,Sales,Manager,20,26.0,Associate,70500.0,4.33,3.0,New York,2014-05-12,No
EMP00469,Sales,Junior,17,33.0,Associate,64500.0,2.96,2.0,Austin,2014-05-16,No
EMP00470,Marketing,Senior,13,33.0,High School,92800.0,1.99,3.0,  new york,2014-05-19,No
EMP00471,Sales,Manager,14,42.0,High School,70600.0,3.03,0.0,  new york,2014-05-23,Yes
EMP00472,Finance,Senior,9,40.0,High School,45100.0,1.57,3.0,Seattle,2014-05-26,No
EMP00473,HR,Director,25,30.0,High School,109300.0,3.77,4.0,Austin,2014-05-29,No
EMP00474,Sales,Manager,20,64.0,High School,47800.0,2.34,3.0,New York,2014-06-02,No
EMP00475,Engineering,Mid,11,57.0,Bachelor,72600.0,2.04,3.0,Austin,2014-06-05,No
EMP00476,Finance,Manager,6,63.0,Bachelor,83000.0,4.83,,san francisco,2014-06-09,No
EMP00477,Sales,Lead,27,53.0,PhD,5000.0,4.11,4.0,San Francisco,2014-06-12,
EMP00478,Operations,Junior,27,56.0,PhD,79200.0,4.15,3.0,  new york,2014-06-16,No
EMP00479,Legal,Director,6,52.0,Master,1400.0,3.49,1.0,  new york,2014-06-19,No
EMP00480,Sales,Manager,10,53.0,Bachelor,57400.0,4.36,,Boston,2014-06-22,No
EMP00481,Operations,Director,12,58.0,High School,82400.0,4.04,2.0,San Francisco,2014-06-26,No
EMP00482,Finance,Senior,14,53.0,Master,72300.0,3.4,2.0,Boston,2014-06-29,No
EMP00483,Sales,Senior,17,64.0,Associate,87800.0,4.84,0.0,Seattle,2014-07-03,Yes
EMP00484,Operations,Manager,6,58.0,Bachelor,100500.0,1.77,0.0,New York,2014-07-06,No
EMP00485,HR,Lead,5,60.0,PhD,87700.0,4.77,4.0,Seattle,2014-07-09,No
EMP00486,Marketing,Manager,22,59.0,Bachelor,56800.0,2.61,1.0,Seattle,2014-07-13,No
EMP00487,Finance,Mid,10,51.0,Bachelor,61500.0,3.11,0.0,New York,2014-07-16,No
EMP00488,Operations,Lead,7,53.0,Bachelor,115800.0,1.49,2.0,Chicago,2014-07-20,No
EMP00489,Engineering,Director,19,23.0,Bachelor,70500.0,3.16,0.0,Chicago,2014-07-23,No
EMP00490,Sales,Manager,0,32.0,Associate,72600.0,3.44,0.0,Austin,2014-07-26,No
EMP00491,Operations,Director,7,41.0,PhD,87700.0,4.99,3.0,Chicago,2014-07-30,No
EMP00492,Legal,Junior,7,58.0,Bachelor,105900.0,4.9,0.0,San Francisco,2014-08-02,No
EMP00493,Operations,Lead,18,,Associate,52500.0,4.87,4.0,  new york,2014-08-06,No
EMP00494,Operations,Manager,2,59.0,Master,62600.0,2.39,2.0,Boston,2014-08-09,No
EMP00495,Legal,Junior,4,40.0,Bachelor,34900.0,4.97,4.0,  new york,2014-08-13,No
EMP00496,Marketing,Manager,29,61.0,Associate,67600.0,2.82,,Seattle,2014-08-16,No
EMP00497,Legal,Mid,2,28.0,High School,89200.0,4.41,4.0,  new york,2014-08-19,No
EMP00498,Legal,Senior,14,26.0,Master,65900.0,1.87,5.0,Austin,2014-08-23,No
EMP00499,Engineering,Director,13,63.0,PhD,119000.0,3.02,1.0,Seattle,2014-08-26,Yes
EMP00500,Legal,Manager,20,45.0,Bachelor,77900.0,,,New York,2014-08-30,No
EMP00501,Engineering,Lead,14,62.0,Bachelor,72400.0,4.79,,san francisco,2014-09-02,No
EMP00502,HR,Manager,23,28.0,Associate,,3.73,5.0,  new york,2014-09-05,No
EMP00503,Legal,Manager,16,32.0,PhD,41000.0,4.19,5.0,Chicago,2014-09-09,No
EMP00504,Marketing,Manager,17,30.0,High School,72700.0,1.71,3.0,san francisco,2014-09-12,Yes
EMP00505,Legal,Manager,1,51.0,Master,84000.0,3.89,4.0,New York,2014-09-16,No
EMP00506,Operations,Lead,11,62.0,PhD,72000.0,3.47,1.0,Austin,2014-09-19,No
EMP00507,Finance,Lead,15,24.0,Bachelor,,1.37,2.0,Boston,2014-09-22,No
EMP00508,Marketing,Manager,3,43.0,Associate,58200.0,1.45,2.0,San Francisco,2014-09-26,No
EMP00509,Legal,Senior,24,61.0,High School,43900.0,,1.0,Chicago,2014-09-29,No
EMP00510,Marketing,Manager,1,41.0,Associate,72300.0,3.9,,New York,2014-10-03,No
EMP00511,Engineering,Director,27,53.0,Master,80500.0,1.57,4.0,Boston,2014-10-06,No
EMP00512,HR,Director,13,28.0,PhD,70800.0,2.87,4.0,san francisco,2014-10-09,No
EMP00513,HR,Lead,10,28.0,Associate,80100.0,2.43,3.0,  new york,2014-10-13,No
EMP00514,Marketing,Director,12,41.0,Associate,94400.0,3.2,3.0,Chicago,2014-10-16,No
EMP00515,Marketing,Director,27,46.0,Bachelor,94300.0,3.83,5.0,Seattle,2014-10-20,No
EMP00516,Legal,Mid,24,56.0,Associate,96400.0,3.74,2.0,San Francisco,2014-10-23,Yes
EMP00517,Sales,Manager,6,45.0,High School,100100.0,3.06,3.0,  new york,2014-10-27,No
EMP00518,Operations,Manager,9,61.0,PhD,87400.0,2.86,1.0,san francisco,2014-10-30,No
EMP00519,Engineering,Manager,23,34.0,Master,83900.0,2.59,2.0,Boston,2014-11-02,No
EMP00520,Operations,Manager,0,60.0,Associate,123600.0,4.45,,Chicago,2014-11-06,No
EMP00521,Finance,Junior,28,25.0,High School,94600.0,2.32,,  new york,2014-11-09,No
EMP00522,Finance,Manager,20,33.0,Master,53900.0,2.04,4.0,San Francisco,2014-11-13,No
EMP00523,HR,Lead,24,38.0,High School,28400.0,3.97,2.0,Boston,2014-11-16,No
EMP00524,Engineering,Lead,27,22.0,Associate,69000.0,2.44,0.0,Seattle,2014-11-19,No
EMP00525,Operations,Junior,3,38.0,Associate,90600.0,4.39,2.0,san francisco,2014-11-23,No
EMP00526,HR,Manager,17,23.0,PhD,99000.0,2.31,3.0,Seattle,2014-11-26,No
EMP00527,Finance,Senior,5,27.0,Bachelor,,3.81,1.0,New York,2014-11-30,Yes
EMP00528,Marketing,Manager,1,32.0,High School,93200.0,1.18,4.0,san francisco,2014-12-03,Yes
EMP00529,Engineering,Lead,2,64.0,Bachelor,103400.0,2.54,4.0,Austin,2014-12-06,No
EMP00530,Engineering,Mid,13,39.0,Bachelor,90200.0,2.37,3.0,New York,2014-12-10,No
EMP00531,Operations,Director,7,61.0,Master,5000.0,4.27,3.0,San Francisco,2014-12-13,No
EMP00532,Legal,Mid,15,46.0,Master,71700.0,4.87,3.0,san francisco,2014-12-17,No
EMP00533,Sales,Senior,18,60.0,High School,63500.0,2.84,0.0,New York,2014-12-20,No
EMP00534,Operations,Manager,17,,Bachelor,94600.0,4.3,1.0,Boston,2014-12-24,No
EMP00535,Marketing,Junior,5,37.0,PhD,89600.0,3.8,0.0,Chicago,2014-12-27,
EMP00536,Legal,Manager,13,33.0,Bachelor,66800.0,4.87,3.0,Boston,2014-12-30,No
EMP00537,Legal,Senior,2,62.0,Master,138600.0,4.24,1.0,New York,2015-01-03,No
EMP00538,Legal,Senior,15,50.0,Bachelor,37300.0,1.31,,Austin,2015-01-06,No
EMP00539,Marketing,Director,0,44.0,Associate,69200.0,3.85,,Boston,2015-01-10,No
EMP00540,HR,Senior,11,42.0,Associate,55700.0,3.14,3.0,Boston,2015-01-13,Yes
EMP00541,Engineering,Mid,29,37.0,PhD,84600.0,1.07,1.0,Boston,2015-01-16,No
EMP00542,HR,Director,13,62.0,High School,26300.0,2.01,4.0,Austin,2015-01-20,No
EMP00543,Marketing,Manager,18,47.0,Bachelor,106700.0,4.69,0.0,san francisco,2015-01-23,No
EMP00544,Sales,Manager,21,58.0,Associate,100100.0,4.7,5.0,Boston,2015-01-27,Yes
EMP00545,Engineering,Junior,18,43.0,High School,81700.0,4.2,3.0,San Francisco,2015-01-30,No
EMP00546,Marketing,Senior,8,31.0,Associate,-1000.0,4.93,3.0,Seattle,2015-02-02,No
EMP00547,Sales,Senior,6,28.0,High School,92900.0,,2.0,Austin,2015-02-06,No
EMP00548,Operations,Lead,13,30.0,High School,83200.0,1.04,5.0,San Francisco,2015-02-09,No
EMP00549,Finance,Director,4,46.0,Associate,98800.0,2.15,4.0,Austin,2015-02-13,No
EMP00550,Legal,Lead,17,36.0,Master,71900.0,1.12,3.0,Austin,2015-02-16,No
EMP00551,Marketing,Director,8,34.0,High School,70500.0,1.38,0.0,san francisco,2015-02-20,No
EMP00552,Finance,Mid,20,63.0,Bachelor,101900.0,1.88,4.0,Seattle,2015-02-23,No
EMP00553,HR,Director,6,47.0,Associate,90800.0,3.01,3.0,Chicago,2015-02-26,No
EMP00554,Finance,Manager,8,42.0,Master,70600.0,4.39,0.0,san francisco,2015-03-02,Yes
EMP00555,Marketing,Junior,3,44.0,Associate,84200.0,4.45,2.0,san francisco,2015-03-05,No
EMP00556,Finance,Director,24,49.0,PhD,79600.0,3.46,2.0,San Francisco,2015-03-09,No
EMP00557,Legal,Director,16,59.0,Bachelor,86700.0,4.71,,Austin,2015-03-12,No
EMP00558,Engineering,Director,11,33.0,PhD,106700.0,3.0,0.0,  new york,2015-03-15,No
EMP00559,Marketing,Junior,5,45.0,High School,66300.0,4.56,4.0,Austin,2015-03-19,Yes
